category,location,path,file_name,required,exists,size_mb
best_model,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/models/roberta/best_model/config.json,config.json,True,True,0.0008
best_model,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/models/roberta/best_model/model.safetensors,model.safetensors,True,True,475.5142
best_model,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/models/roberta/best_model/tokenizer_config.json,tokenizer_config.json,True,True,0.0004
tokenizer,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/models/roberta/tokenizer/tokenizer_config.json,tokenizer_config.json,True,True,0.0004
tokenizer_content,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/models/roberta/best_model/tokenizer.json,tokenizer.json,False,True,3.394
tokenizer_content,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/models/roberta/best_model/vocab.json,vocab.json,False,False,0.0
tokenizer_content,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/models/roberta/best_model/merges.txt,merges.txt,False,False,0.0
tokenizer_content,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/models/roberta/tokenizer/tokenizer.json,tokenizer.json,False,True,3.394
tokenizer_content,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/models/roberta/tokenizer/vocab.json,vocab.json,False,False,0.0
tokenizer_content,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/models/roberta/tokenizer/merges.txt,merges.txt,False,False,0.0
table,repo,/content/PromptInjectionDetectionSystem/results/tables/roberta/roberta_model_configuration_summary.csv,roberta_model_configuration_summary.csv,True,True,0.0004
table,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/tables/roberta/roberta_model_configuration_summary.csv,roberta_model_configuration_summary.csv,True,True,0.0004
table,repo,/content/PromptInjectionDetectionSystem/results/tables/roberta/roberta_dataset_object_summary.csv,roberta_dataset_object_summary.csv,True,True,0.0002
table,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/tables/roberta/roberta_dataset_object_summary.csv,roberta_dataset_object_summary.csv,True,True,0.0002
table,repo,/content/PromptInjectionDetectionSystem/results/tables/roberta/roberta_metrics_function_summary.csv,roberta_metrics_function_summary.csv,True,True,0.0002
table,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/tables/roberta/roberta_metrics_function_summary.csv,roberta_metrics_function_summary.csv,True,True,0.0002
table,repo,/content/PromptInjectionDetectionSystem/results/tables/roberta/roberta_training_arguments_summary.csv,roberta_training_arguments_summary.csv,True,True,0.0005
table,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/tables/roberta/roberta_training_arguments_summary.csv,roberta_training_arguments_summary.csv,True,True,0.0005
table,repo,/content/PromptInjectionDetectionSystem/results/tables/roberta/roberta_trainer_summary.csv,roberta_trainer_summary.csv,True,True,0.0002
table,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/tables/roberta/roberta_trainer_summary.csv,roberta_trainer_summary.csv,True,True,0.0002
table,repo,/content/PromptInjectionDetectionSystem/results/tables/roberta/roberta_training_metrics.csv,roberta_training_metrics.csv,True,True,0.0004
table,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/tables/roberta/roberta_training_metrics.csv,roberta_training_metrics.csv,True,True,0.0004
table,repo,/content/PromptInjectionDetectionSystem/results/tables/roberta/roberta_epoch_validation_metrics.csv,roberta_epoch_validation_metrics.csv,True,True,0.0009
table,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/tables/roberta/roberta_epoch_validation_metrics.csv,roberta_epoch_validation_metrics.csv,True,True,0.0009
table,repo,/content/PromptInjectionDetectionSystem/results/tables/roberta/roberta_best_checkpoint_summary.csv,roberta_best_checkpoint_summary.csv,True,True,0.0003
table,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/tables/roberta/roberta_best_checkpoint_summary.csv,roberta_best_checkpoint_summary.csv,True,True,0.0003
table,repo,/content/PromptInjectionDetectionSystem/results/tables/roberta/roberta_model_save_summary.csv,roberta_model_save_summary.csv,True,True,0.0009
table,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/tables/roberta/roberta_model_save_summary.csv,roberta_model_save_summary.csv,True,True,0.0009
table,repo,/content/PromptInjectionDetectionSystem/results/tables/roberta/roberta_validation_metrics.csv,roberta_validation_metrics.csv,True,True,0.0003
table,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/tables/roberta/roberta_validation_metrics.csv,roberta_validation_metrics.csv,True,True,0.0003
table,repo,/content/PromptInjectionDetectionSystem/results/tables/roberta/roberta_test_metrics.csv,roberta_test_metrics.csv,True,True,0.0003
table,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/tables/roberta/roberta_test_metrics.csv,roberta_test_metrics.csv,True,True,0.0003
table,repo,/content/PromptInjectionDetectionSystem/results/tables/roberta/roberta_test_confusion_matrix.csv,roberta_test_confusion_matrix.csv,True,True,0.0001
table,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/tables/roberta/roberta_test_confusion_matrix.csv,roberta_test_confusion_matrix.csv,True,True,0.0001
table,repo,/content/PromptInjectionDetectionSystem/results/tables/roberta/roberta_test_confusion_matrix_summary.csv,roberta_test_confusion_matrix_summary.csv,True,True,0.0002
table,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/tables/roberta/roberta_test_confusion_matrix_summary.csv,roberta_test_confusion_matrix_summary.csv,True,True,0.0002
table,repo,/content/PromptInjectionDetectionSystem/results/tables/roberta/roberta_test_classification_report.csv,roberta_test_classification_report.csv,True,True,0.0004
table,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/tables/roberta/roberta_test_classification_report.csv,roberta_test_classification_report.csv,True,True,0.0004
table,repo,/content/PromptInjectionDetectionSystem/results/tables/roberta/roberta_prediction_output_summary.csv,roberta_prediction_output_summary.csv,True,True,0.0002
table,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/tables/roberta/roberta_prediction_output_summary.csv,roberta_prediction_output_summary.csv,True,True,0.0002
table,repo,/content/PromptInjectionDetectionSystem/results/tables/roberta/roberta_final_metrics_summary.csv,roberta_final_metrics_summary.csv,True,True,0.0005
table,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/tables/roberta/roberta_final_metrics_summary.csv,roberta_final_metrics_summary.csv,True,True,0.0005
table,repo,/content/PromptInjectionDetectionSystem/results/tables/roberta/roberta_error_analysis_summary.csv,roberta_error_analysis_summary.csv,True,True,0.0004
table,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/tables/roberta/roberta_error_analysis_summary.csv,roberta_error_analysis_summary.csv,True,True,0.0004
prediction,repo,/content/PromptInjectionDetectionSystem/results/predictions/roberta/roberta_validation_predictions.csv,roberta_validation_predictions.csv,True,True,0.0312
prediction,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/predictions/roberta/roberta_validation_predictions.csv,roberta_validation_predictions.csv,True,True,0.0312
prediction,repo,/content/PromptInjectionDetectionSystem/results/predictions/roberta/roberta_test_predictions.csv,roberta_test_predictions.csv,True,True,0.0358
prediction,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/predictions/roberta/roberta_test_predictions.csv,roberta_test_predictions.csv,True,True,0.0358
prediction,repo,/content/PromptInjectionDetectionSystem/results/predictions/roberta/roberta_validation_predictions_clean.csv,roberta_validation_predictions_clean.csv,True,True,0.0358
prediction,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/predictions/roberta/roberta_validation_predictions_clean.csv,roberta_validation_predictions_clean.csv,True,True,0.0358
prediction,repo,/content/PromptInjectionDetectionSystem/results/predictions/roberta/roberta_test_predictions_clean.csv,roberta_test_predictions_clean.csv,True,True,0.0407
prediction,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/predictions/roberta/roberta_test_predictions_clean.csv,roberta_test_predictions_clean.csv,True,True,0.0407
prediction,repo,/content/PromptInjectionDetectionSystem/results/predictions/roberta/roberta_all_predictions_clean.csv,roberta_all_predictions_clean.csv,True,True,0.0762
prediction,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/predictions/roberta/roberta_all_predictions_clean.csv,roberta_all_predictions_clean.csv,True,True,0.0762
error_analysis,repo,/content/PromptInjectionDetectionSystem/results/error_analysis/roberta/roberta_validation_errors.csv,roberta_validation_errors.csv,True,True,0.0009
error_analysis,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/error_analysis/roberta/roberta_validation_errors.csv,roberta_validation_errors.csv,True,True,0.0009
error_analysis,repo,/content/PromptInjectionDetectionSystem/results/error_analysis/roberta/roberta_test_errors.csv,roberta_test_errors.csv,True,True,0.0015
error_analysis,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/error_analysis/roberta/roberta_test_errors.csv,roberta_test_errors.csv,True,True,0.0015
error_analysis,repo,/content/PromptInjectionDetectionSystem/results/error_analysis/roberta/roberta_test_false_positives.csv,roberta_test_false_positives.csv,True,True,0.0002
error_analysis,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/error_analysis/roberta/roberta_test_false_positives.csv,roberta_test_false_positives.csv,True,True,0.0002
error_analysis,repo,/content/PromptInjectionDetectionSystem/results/error_analysis/roberta/roberta_test_false_negatives.csv,roberta_test_false_negatives.csv,True,True,0.0015
error_analysis,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/error_analysis/roberta/roberta_test_false_negatives.csv,roberta_test_false_negatives.csv,True,True,0.0015
error_analysis,repo,/content/PromptInjectionDetectionSystem/results/error_analysis/roberta/roberta_test_false_negatives_ranked.csv,roberta_test_false_negatives_ranked.csv,True,True,0.0015
error_analysis,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/error_analysis/roberta/roberta_test_false_negatives_ranked.csv,roberta_test_false_negatives_ranked.csv,True,True,0.0015
error_analysis,repo,/content/PromptInjectionDetectionSystem/results/error_analysis/roberta/roberta_all_errors_ranked.csv,roberta_all_errors_ranked.csv,True,True,0.0022
error_analysis,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/error_analysis/roberta/roberta_all_errors_ranked.csv,roberta_all_errors_ranked.csv,True,True,0.0022
log,repo,/content/PromptInjectionDetectionSystem/results/logs/roberta/roberta_trainer_log_history.csv,roberta_trainer_log_history.csv,True,True,0.0035
log,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/logs/roberta/roberta_trainer_log_history.csv,roberta_trainer_log_history.csv,True,True,0.0035
log,repo,/content/PromptInjectionDetectionSystem/results/logs/roberta/roberta_trainer_state.json,roberta_trainer_state.json,True,True,0.0077
log,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/logs/roberta/roberta_trainer_state.json,roberta_trainer_state.json,True,True,0.0077
log,repo,/content/PromptInjectionDetectionSystem/results/logs/roberta/roberta_trainer_state_final.json,roberta_trainer_state_final.json,True,True,0.0077
log,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/logs/roberta/roberta_trainer_state_final.json,roberta_trainer_state_final.json,True,True,0.0077
figure,repo,/content/PromptInjectionDetectionSystem/results/figures/roberta/roberta_test_confusion_matrix.png,roberta_test_confusion_matrix.png,True,True,0.0691
figure,drive,/content/drive/MyDrive/USW_Dissertation/Prompt-Injection-Detection-System-SHAP/results/figures/roberta/roberta_test_confusion_matrix.png,roberta_test_confusion_matrix.png,True,True,0.0691
